id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
141508,North Central and North West,Nigeria,NGA,Katsina,NGA021,Mashi,NGA021027,2,30,2024-11-30T00:00:00,2024,11,16,Insecurity,16,14,Not available,Not available,SA,Active
141499,North Central and North West,Nigeria,NGA,Katsina,NGA021,Mani,NGA021026,2,3052,2024-11-30T00:00:00,2024,11,16,Conflict,1394,1658,Not available,Not available,SA,Active
141496,North Central and North West,Nigeria,NGA,Katsina,NGA021,Mani,NGA021026,2,1712,2024-11-30T00:00:00,2024,11,16,Insecurity,745,967,Not available,Not available,SA,Active
141485,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Markafi,NGA019018,2,81,2024-11-30T00:00:00,2024,11,16,Insecurity,36,45,Not available,Not available,SA,Active
141473,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Markafi,NGA019018,2,7,2024-11-30T00:00:00,2024,11,16,Conflict,3,4,Not available,Not available,SA,Active
141462,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Lere,NGA019017,2,12523,2024-11-30T00:00:00,2024,11,16,Conflict,5893,6630,Not available,Not available,SA,Active
141431,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kudan,NGA019016,2,223,2024-11-30T00:00:00,2024,11,16,Insecurity,116,107,Not available,Not available,SA,Active
141423,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kudan,NGA019016,2,17,2024-11-30T00:00:00,2024,11,16,Conflict,8,9,Not available,Not available,SA,Active
141444,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Lere,NGA019017,2,401,2024-11-30T00:00:00,2024,11,16,Natural disaster,190,211,Not available,Not available,SA,Active
141409,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kubau,NGA019015,2,819,2024-11-30T00:00:00,2024,11,16,Natural disaster,374,445,Not available,Not available,SA,Active
141418,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kubau,NGA019015,2,1133,2024-11-30T00:00:00,2024,11,16,Insecurity,514,619,Not available,Not available,SA,Active
141374,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kauru,NGA019014,2,2568,2024-11-30T00:00:00,2024,11,16,Insecurity,1232,1336,Not available,Not available,SA,Active
141379,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kauru,NGA019014,2,4383,2024-11-30T00:00:00,2024,11,16,Conflict,2124,2259,Not available,Not available,SA,Active
141354,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kaura,NGA019013,2,459,2024-11-30T00:00:00,2024,11,16,Conflict,219,240,Not available,Not available,SA,Active
141358,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kaura,NGA019013,2,508,2024-11-30T00:00:00,2024,11,16,Insecurity,225,283,Not available,Not available,SA,Active
141340,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kajuru,NGA019012,2,10562,2024-11-30T00:00:00,2024,11,16,Insecurity,4773,5789,Not available,Not available,SA,Active
141333,North Central and North West,Nigeria,NGA,Kaduna,NGA019,Kajuru,NGA019012,2,128,2024-11-30T00:00:00,2024,11,16,Conflict,52,76,Not available,Not available,SA,Active
139879,North Central and North West,Nigeria,NGA,Kano,NGA020,Gabasawa,NGA020013,2,303,2024-11-30T00:00:00,2024,11,16,Conflict,138,165,Not available,Not available,SA,Active
139892,North Central and North West,Nigeria,NGA,Kano,NGA020,Garko,NGA020014,2,38,2024-11-30T00:00:00,2024,11,16,Conflict,17,21,Not available,Not available,SA,Active
139863,North Central and North West,Nigeria,NGA,Kano,NGA020,Fagge,NGA020012,2,356,2024-11-30T00:00:00,2024,11,16,Conflict,151,205,Not available,Not available,SA,Active
139840,North Central and North West,Nigeria,NGA,Kano,NGA020,Doguwa,NGA020011,2,131,2024-11-30T00:00:00,2024,11,16,Conflict,69,62,Not available,Not available,SA,Active
139906,North Central and North West,Nigeria,NGA,Kano,NGA020,Gaya,NGA020016,2,203,2024-11-30T00:00:00,2024,11,16,Natural disaster,105,98,Not available,Not available,SA,Active
139914,North Central and North West,Nigeria,NGA,Kano,NGA020,Gaya,NGA020016,2,838,2024-11-30T00:00:00,2024,11,16,Conflict,415,423,Not available,Not available,SA,Active
140633,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bauchi,NGA005002,2,621,2024-11-30T00:00:00,2024,11,49,Conflict,334,287,Yobe,NGA036,SA,Active
140639,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bauchi,NGA005002,2,10573,2024-11-30T00:00:00,2024,11,49,Conflict,5218,5355,Borno,NGA008,SA,Active
140669,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,53,2024-11-30T00:00:00,2024,11,49,Conflict,29,24,Adamawa,NGA002,SA,Active
140674,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,328,2024-11-30T00:00:00,2024,11,49,Conflict,160,168,Nasarawa,NGA026,SA,Active
140679,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,1123,2024-11-30T00:00:00,2024,11,49,Conflict,628,495,Taraba,NGA035,SA,Active
140718,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Damban,NGA005004,2,914,2024-11-30T00:00:00,2024,11,49,Conflict,441,473,Borno,NGA008,SA,Active
140724,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Damban,NGA005004,2,2084,2024-11-30T00:00:00,2024,11,49,Conflict,1033,1051,Yobe,NGA036,SA,Active
140757,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Darazo,NGA005005,2,708,2024-11-30T00:00:00,2024,11,49,Conflict,295,413,Yobe,NGA036,SA,Active
140759,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Darazo,NGA005005,2,876,2024-11-30T00:00:00,2024,11,49,Conflict,390,486,Borno,NGA008,SA,Active
141117,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Sardauna,NGA035011,2,887,2024-11-30T00:00:00,2024,11,49,Conflict,403,484,Taraba,NGA035,SA,Active
141086,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Lau,NGA035010,2,1206,2024-11-30T00:00:00,2024,11,49,Conflict,539,667,Taraba,NGA035,SA,Active
141068,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Lau,NGA035010,2,344,2024-11-30T00:00:00,2024,11,49,Conflict,157,187,Adamawa,NGA002,SA,Active
141053,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Kurmi,NGA035009,2,1201,2024-11-30T00:00:00,2024,11,49,Conflict,535,666,Taraba,NGA035,SA,Active
141025,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,1249,2024-11-30T00:00:00,2024,11,49,Conflict,533,716,Taraba,NGA035,SA,Active
141004,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,327,2024-11-30T00:00:00,2024,11,49,Conflict,130,197,Adamawa,NGA002,SA,Active
140999,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,262,2024-11-30T00:00:00,2024,11,49,Conflict,116,146,Borno,NGA008,SA,Active
140859,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kala/Balge,NGA008015,2,40694,2024-11-30T00:00:00,2024,11,49,Conflict,18555,22139,Borno,NGA008,SA,Active
140838,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kaga,NGA008014,2,24763,2024-11-30T00:00:00,2024,11,49,Conflict,11176,13587,Borno,NGA008,SA,Active
140885,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Konduga,NGA008016,2,93322,2024-11-30T00:00:00,2024,11,49,Conflict,41399,51923,Borno,NGA008,SA,Active
140964,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kwaya Kusar,NGA008018,2,5012,2024-11-30T00:00:00,2024,11,49,Conflict,2201,2811,Borno,NGA008,SA,Active
140935,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kwaya Kusar,NGA008018,2,416,2024-11-30T00:00:00,2024,11,49,Conflict,171,245,Yobe,NGA036,SA,Active
136934,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gujba,NGA036007,2,43912,2024-11-30T00:00:00,2024,11,49,Conflict,19946,23966,Yobe,NGA036,SA,Active
137104,North Central and North West,Nigeria,NGA,Benue,NGA007,Ado,NGA007001,2,12637,2024-11-30T00:00:00,2024,11,16,Conflict,5561,7076,Not available,Not available,SA,Active
137487,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Demsa,NGA002001,2,432,2024-11-30T00:00:00,2024,11,49,Natural disaster,212,220,Adamawa,NGA002,SA,Active
136948,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gulani,NGA036008,2,734,2024-11-30T00:00:00,2024,11,49,Conflict,296,438,Borno,NGA008,SA,Active
136949,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gulani,NGA036008,2,1620,2024-11-30T00:00:00,2024,11,49,Conflict,676,944,Yobe,NGA036,SA,Active
136888,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Geidam,NGA036006,2,9719,2024-11-30T00:00:00,2024,11,49,Conflict,3909,5810,Yobe,NGA036,SA,Active
136903,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gujba,NGA036007,2,4301,2024-11-30T00:00:00,2024,11,49,Conflict,1990,2311,Borno,NGA008,SA,Active
136849,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,4547,2024-11-30T00:00:00,2024,11,49,Conflict,1918,2629,Yobe,NGA036,SA,Active
136868,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Geidam,NGA036006,2,4786,2024-11-30T00:00:00,2024,11,49,Conflict,1893,2893,Borno,NGA008,SA,Active
136672,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Billiri,NGA016003,2,118,2024-11-30T00:00:00,2024,11,49,Conflict,55,63,Yobe,NGA036,SA,Active
136690,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Billiri,NGA016003,2,729,2024-11-30T00:00:00,2024,11,49,Conflict,317,412,Borno,NGA008,SA,Active
136728,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,756,2024-11-30T00:00:00,2024,11,49,Conflict,338,418,Borno,NGA008,SA,Active
136718,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,65,2024-11-30T00:00:00,2024,11,49,Conflict,30,35,Adamawa,NGA002,SA,Active
136720,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,547,2024-11-30T00:00:00,2024,11,49,Conflict,244,303,Yobe,NGA036,SA,Active
136780,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fika,NGA036004,2,3339,2024-11-30T00:00:00,2024,11,49,Conflict,1509,1830,Yobe,NGA036,SA,Active
137526,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Demsa,NGA002001,2,20250,2024-11-30T00:00:00,2024,11,49,Conflict,10021,10229,Adamawa,NGA002,SA,Active
137534,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,2,60,2024-11-30T00:00:00,2024,11,49,Conflict,26,34,Yobe,NGA036,SA,Active
137542,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,2,2037,2024-11-30T00:00:00,2024,11,49,Conflict,987,1050,Adamawa,NGA002,SA,Active
137592,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Ganye,NGA002003,2,161,2024-11-30T00:00:00,2024,11,49,Conflict,76,85,Borno,NGA008,SA,Active
137565,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,2,5896,2024-11-30T00:00:00,2024,11,49,Conflict,2828,3068,Borno,NGA008,SA,Active
137609,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Ganye,NGA002003,2,584,2024-11-30T00:00:00,2024,11,49,Conflict,280,304,Adamawa,NGA002,SA,Active
137689,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Itas/Gadau,NGA005010,2,2683,2024-11-30T00:00:00,2024,11,49,Conflict,1224,1459,Borno,NGA008,SA,Active
137665,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Itas/Gadau,NGA005010,2,130,2024-11-30T00:00:00,2024,11,49,Conflict,68,62,Yobe,NGA036,SA,Active
137649,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Girei,NGA002005,2,3415,2024-11-30T00:00:00,2024,11,49,Conflict,1720,1695,Borno,NGA008,SA,Active
137750,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Katagum,NGA005012,2,338,2024-11-30T00:00:00,2024,11,49,Conflict,163,175,Yobe,NGA036,SA,Active
137733,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Jama'are,NGA005011,2,1950,2024-11-30T00:00:00,2024,11,49,Conflict,931,1019,Borno,NGA008,SA,Active
137711,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Jama'are,NGA005011,2,190,2024-11-30T00:00:00,2024,11,49,Conflict,95,95,Yobe,NGA036,SA,Active
136366,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Guyuk,NGA002006,2,4410,2024-11-30T00:00:00,2024,11,49,Conflict,2075,2335,Adamawa,NGA002,SA,Active
136303,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,3440,2024-11-30T00:00:00,2024,11,49,Conflict,1569,1871,Adamawa,NGA002,SA,Active
136272,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,1095,2024-11-30T00:00:00,2024,11,49,Conflict,487,608,Borno,NGA008,SA,Active
136251,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Girei,NGA002005,2,16292,2024-11-30T00:00:00,2024,11,49,Conflict,7498,8794,Adamawa,NGA002,SA,Active
135645,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,1043,2024-11-30T00:00:00,2024,11,49,Conflict,654,389,Borno,NGA008,SA,Active
135643,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,929,2024-11-30T00:00:00,2024,11,49,Conflict,559,370,Yobe,NGA036,SA,Active
135590,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,35,2024-11-30T00:00:00,2024,11,49,Natural disaster,14,21,Borno,NGA008,SA,Active
135583,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Jakusko,NGA036009,2,2295,2024-11-30T00:00:00,2024,11,49,Conflict,1018,1277,Borno,NGA008,SA,Active
135604,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,1419,2024-11-30T00:00:00,2024,11,49,Conflict,574,845,Borno,NGA008,SA,Active
135594,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,1015,2024-11-30T00:00:00,2024,11,49,Natural disaster,418,597,Yobe,NGA036,SA,Active
135552,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Jakusko,NGA036009,2,138,2024-11-30T00:00:00,2024,11,49,Conflict,58,80,Yobe,NGA036,SA,Active
136543,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,2141,2024-11-30T00:00:00,2024,11,49,Conflict,1026,1115,Borno,NGA008,SA,Active
136540,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,448,2024-11-30T00:00:00,2024,11,49,Conflict,226,222,Not available,Not available,SA,Active
136527,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,115,2024-11-30T00:00:00,2024,11,49,Conflict,67,48,Katsina,NGA021,SA,Active
136531,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,308,2024-11-30T00:00:00,2024,11,49,Conflict,155,153,Yobe,NGA036,SA,Active
136586,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,32,2024-11-30T00:00:00,2024,11,49,Conflict,17,15,Taraba,NGA035,SA,Active
136588,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,107,2024-11-30T00:00:00,2024,11,49,Natural disaster,51,56,Bauchi,NGA005,SA,Active
136584,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,27,2024-11-30T00:00:00,2024,11,49,Conflict,12,15,Yobe,NGA036,SA,Active
136615,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,16,2024-11-30T00:00:00,2024,11,49,Conflict,7,9,Taraba,NGA035,SA,Active
136622,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,74,2024-11-30T00:00:00,2024,11,49,Conflict,28,46,Yobe,NGA036,SA,Active
136618,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,36,2024-11-30T00:00:00,2024,11,49,Conflict,20,16,Not available,Not available,SA,Active
136636,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,1500,2024-11-30T00:00:00,2024,11,49,Conflict,665,835,Gombe,NGA016,SA,Active
136660,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,2977,2024-11-30T00:00:00,2024,11,49,Conflict,1499,1478,Adamawa,NGA002,SA,Active
136655,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,2340,2024-11-30T00:00:00,2024,11,49,Conflict,1048,1292,Borno,NGA008,SA,Active
136512,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,30,2024-11-30T00:00:00,2024,11,49,Conflict,17,13,Adamawa,NGA002,SA,Active
136520,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,81,2024-11-30T00:00:00,2024,11,49,Conflict,42,39,Kano,NGA020,SA,Active
136518,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,61,2024-11-30T00:00:00,2024,11,49,Conflict,30,31,Kaduna,NGA019,SA,Active
136470,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,498,2024-11-30T00:00:00,2024,11,49,Conflict,274,224,Yobe,NGA036,SA,Active
136460,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,191,2024-11-30T00:00:00,2024,11,49,Conflict,114,77,Adamawa,NGA002,SA,Active
136473,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,1239,2024-11-30T00:00:00,2024,11,49,Conflict,600,639,Borno,NGA008,SA,Active
136388,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Hong,NGA002007,2,2165,2024-11-30T00:00:00,2024,11,49,Conflict,998,1167,Adamawa,NGA002,SA,Active
136400,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Hong,NGA002007,2,3355,2024-11-30T00:00:00,2024,11,49,Conflict,1474,1881,Borno,NGA008,SA,Active
136446,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Kirfi,NGA005013,2,720,2024-11-30T00:00:00,2024,11,49,Conflict,349,371,Borno,NGA008,SA,Active
135001,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,2,106,2024-11-30T00:00:00,2024,11,49,Conflict,46,60,Borno,NGA008,SA,Active
135003,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,2,156,2024-11-30T00:00:00,2024,11,49,Conflict,68,88,Yobe,NGA036,SA,Active
135035,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,2,582,2024-11-30T00:00:00,2024,11,49,Conflict,249,333,Adamawa,NGA002,SA,Active
135051,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,870,2024-11-30T00:00:00,2024,11,49,Natural disaster,409,461,Adamawa,NGA002,SA,Active
135064,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,3804,2024-11-30T00:00:00,2024,11,49,Conflict,1830,1974,Adamawa,NGA002,SA,Active
135090,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Madagali,NGA002010,2,15541,2024-11-30T00:00:00,2024,11,49,Conflict,7363,8178,Adamawa,NGA002,SA,Active
135188,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,1757,2024-11-30T00:00:00,2024,11,49,Conflict,791,966,Borno,NGA008,SA,Active
135194,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,27,2024-11-30T00:00:00,2024,11,49,Conflict,14,13,Adamawa,NGA002,SA,Active
135223,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,6896,2024-11-30T00:00:00,2024,11,49,Conflict,3289,3607,Plateau,NGA032,SA,Active
135202,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,407,2024-11-30T00:00:00,2024,11,49,Conflict,217,190,Yobe,NGA036,SA,Active
135210,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,1345,2024-11-30T00:00:00,2024,11,49,Conflict,592,753,Bauchi,NGA005,SA,Active
135139,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Maiha,NGA002011,2,8987,2024-11-30T00:00:00,2024,11,49,Conflict,4175,4812,Adamawa,NGA002,SA,Active
135127,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Maiha,NGA002011,2,7629,2024-11-30T00:00:00,2024,11,49,Conflict,3647,3982,Borno,NGA008,SA,Active
135302,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,200,2024-11-30T00:00:00,2024,11,49,Conflict,97,103,Adamawa,NGA002,SA,Active
135294,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,15,2024-11-30T00:00:00,2024,11,49,Conflict,8,7,Taraba,NGA035,SA,Active
135295,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,125,2024-11-30T00:00:00,2024,11,49,Conflict,62,63,Yobe,NGA036,SA,Active
135254,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Toro,NGA005018,2,2509,2024-11-30T00:00:00,2024,11,49,Conflict,1206,1303,Not available,Not available,SA,Active
135255,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Toro,NGA005018,2,9178,2024-11-30T00:00:00,2024,11,49,Conflict,4081,5097,Plateau,NGA032,SA,Active
135358,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,202,2024-11-30T00:00:00,2024,11,49,Conflict,88,114,Adamawa,NGA002,SA,Active
135351,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Funakaye,NGA016005,2,5375,2024-11-30T00:00:00,2024,11,49,Conflict,2519,2856,Yobe,NGA036,SA,Active
135364,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,1454,2024-11-30T00:00:00,2024,11,49,Conflict,663,791,Yobe,NGA036,SA,Active
135308,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,264,2024-11-30T00:00:00,2024,11,49,Conflict,125,139,Borno,NGA008,SA,Active
135406,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,615,2024-11-30T00:00:00,2024,11,49,Conflict,320,295,Katsina,NGA021,SA,Active
135390,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,8146,2024-11-30T00:00:00,2024,11,49,Conflict,3819,4327,Borno,NGA008,SA,Active
135419,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,980,2024-11-30T00:00:00,2024,11,49,Conflict,474,506,Yobe,NGA036,SA,Active
135461,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,445,2024-11-30T00:00:00,2024,11,49,Conflict,226,219,Yobe,NGA036,SA,Active
135459,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,208,2024-11-30T00:00:00,2024,11,49,Conflict,105,103,Zamfara,NGA037,SA,Active
135436,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,2943,2024-11-30T00:00:00,2024,11,49,Conflict,1391,1552,Adamawa,NGA002,SA,Active
135425,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,1104,2024-11-30T00:00:00,2024,11,49,Conflict,555,549,Zamfara,NGA037,SA,Active
135426,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,1126,2024-11-30T00:00:00,2024,11,49,Conflict,499,627,Borno,NGA008,SA,Active
135473,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,1249,2024-11-30T00:00:00,2024,11,49,Conflict,585,664,Borno,NGA008,SA,Active
135506,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Nafada,NGA016009,2,73,2024-11-30T00:00:00,2024,11,49,Conflict,36,37,Adamawa,NGA002,SA,Active
135510,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Nafada,NGA016009,2,615,2024-11-30T00:00:00,2024,11,49,Conflict,327,288,Borno,NGA008,SA,Active
133770,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mayo-Belwa,NGA002012,2,240,2024-11-30T00:00:00,2024,11,49,Conflict,120,120,Borno,NGA008,SA,Active
133792,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mayo-Belwa,NGA002012,2,1010,2024-11-30T00:00:00,2024,11,49,Conflict,425,585,Adamawa,NGA002,SA,Active
133815,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Michika,NGA002013,2,1225,2024-11-30T00:00:00,2024,11,49,Conflict,543,682,Borno,NGA008,SA,Active
133816,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Michika,NGA002013,2,1530,2024-11-30T00:00:00,2024,11,49,Conflict,638,892,Adamawa,NGA002,SA,Active
